RAJ2000,DEJ2000,sf,Plate,MJD,Fib,logHeII/Hb,log[NII]/Ha,Class,BPT,SN,WR,WRcl,Sloan
h:m:s,d:m:s, , , , ,[-],[-], , , , , ,
-----------,------------,-,----,-----,---,-----,-----,-------------,-------------,----,------,-,-----
13 40 38.08,+57 49 04.68, ,960,52425,59,-1.06,-0.26,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 38 35.68,+57 52 26.97, ,1310,53033,523,-2.09,     ,             ,             ,    ,WR    ,3,Sloan
15 35 52.40,+57 54 09.49, ,615,52347,108,-0.66,-0.82,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 29 07.10,+57 56 05.41, ,1309,52762,449,-0.79,-0.29,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 11 53.51,+57 57 06.80, ,1872,53386,419,-0.87,-0.09,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
11 18 57.69,+58 03 23.59, ,951,52398,129,-0.53,-0.32,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 34 10.15,+58 03 49.06,F,947,52411,569,-1.6,-1.97,SF           ,SF           ,OKSN,WR    ,2,Sloan
08 53 05.01,+58 06 19.19, ,1784,54425,634,-0.79,-0.33,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 53 26.43,+58 06 44.61, ,1312,52781,454,-0.6,-0.05,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
13 18 36.67,+58 08 38.51, ,959,52411,300,-0.76,-0.29,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
12 23 42.81,+58 14 46.14, ,1315,52791,568,-0.57,-1.17,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 40 58.80,+58 17 03.35, ,948,52428,454,-0.8,-0.49,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 00 56.16,+58 20 25.31, ,558,52317,531,-0.47,-0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 54 49.59,+58 23 16.60, ,1158,52668,518,-0.84,-0.27,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 52 10.30,+58 37 19.48, ,558,52317,364,-0.52,-0.19,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 21 22.66,+58 38 00.93, ,959,52411,270,-0.74,-0.2,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 17 54.97,+58 39 35.68, ,1315,52791,403,-0.8,-0.46,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
08 51 15.65,+58 40 55.02,F,1785,54439,201,-2.01,-1.83,SF           ,SF           ,OKSN,Non-WR, ,Sloan
11 10 15.25,+58 48 45.95, ,950,52378,553,-0.59,-0.59,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
14 07 12.95,+58 51 20.50, ,788,52338,227,-0.65,0.04,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 54 23.74,+58 53 40.67,F,2461,54570,89,-2.03,-1.15,SF           ,SF           ,OKSN,WR    ,3,Sloan
17 32 13.39,+58 53 54.76, ,366,52017,598,-0.71,-0.48,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 25 39.70,+59 00 45.32, ,485,51909,137,0.54,-0.43,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
13 32 43.12,+59 01 34.62, ,960,52466,388,-0.62,-0.2,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
15 19 21.67,+59 08 23.71, ,613,52345,99,-0.4,-0.51,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 39 08.97,+59 11 54.83, ,952,52409,35,-0.73,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
14 53 38.05,+59 13 02.64, ,608,52081,72,-0.71,-0.02,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
11 08 21.81,+59 18 51.95, ,951,52398,358,-0.81,-0.17,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 14 52.41,+59 19 53.24, ,954,52405,34,-0.73,-0.1,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 42 36.22,+59 23 24.53, ,960,52466,565,-0.96,-0.12,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 31 44.50,+59 24 20.70, ,956,52401,224,-0.64,0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 36 25.37,+59 24 52.70, ,485,51909,16,-0.65,-0.16,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 39 08.38,+59 27 09.51, ,960,52425,537,-0.3,0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 40 52.28,+59 27 39.28, ,453,51915,422,-0.62,-0.2,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
14 41 30.11,+59 28 01.72, ,608,52081,224,-0.72,-0.79,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
15 29 22.26,+59 28 54.55, ,615,52347,411,-0.72,-0.5,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 57 21.69,+59 29 43.99, ,610,52056,409,-0.62,-0.18,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 50 57.29,+59 32 14.39, ,561,52295,46,-0.85,-0.15,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
17 30 21.43,+59 38 23.67, ,366,52017,535,-0.53,0.11,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 48 06.80,+59 39 57.62, ,957,52398,277,-0.74,0,             ,             ,    ,Non-WR, ,Sloan
09 59 48.56,+59 42 50.43, ,770,52282,213,-0.73,-0.12,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 18 44.86,+59 45 02.27, ,958,52410,588,-0.41,-0.36,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 44 36.85,+59 47 09.38, ,786,52319,201,-0.45,-0.74,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 37 16.72,+59 53 08.29, ,485,51909,34,-1.03,-0.31,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 46 28.31,+59 55 01.34, ,786,52319,123,-0.53,-0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 59 53.47,+59 57 15.59, ,774,52286,260,-0.68,0.16,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
15 16 05.52,+60 00 00.54, ,613,52345,469,-1.38,-0.31,COMP         ,COMP         ,OKSN,WR    ,2,Sloan
10 34 08.60,+60 01 52.17, ,560,52296,520,-0.6,-0.12,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 57 18.35,+60 03 45.62, ,953,52411,597,-0.9,0,             ,             ,    ,Non-WR, ,Sloan
17 15 44.06,+60 08 35.66, ,353,51703,568,-0.63,-0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 06 00.47,+60 12 45.73, ,788,52338,329,-0.74,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
11 09 59.56,+60 16 38.16, ,774,52286,44,-0.59,-0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 58 56.32,+60 17 41.46, ,770,52282,196,-0.47,0.01,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 24 17.80,+60 20 26.79, ,952,52409,323,-0.76,-1.03,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
15 17 44.98,+60 26 26.54, ,613,52345,454,-0.52,-0.3,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 30 06.43,+60 26 53.40,F,485,51909,550,-2.17,-1.59,SF           ,SF           ,OKSN,WR    ,2,Sloan
16 58 40.54,+60 28 08.54, ,351,51780,284,-0.77,-0.05,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
17 04 37.70,+60 35 06.52, ,353,51703,365,-1.01,-0.22,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
13 15 43.28,+60 39 48.76, ,784,52327,256,-0.57,-0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 06 48.89,+60 44 12.91, ,958,52410,370,-0.6,-0.2,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
17 04 41.37,+60 44 30.53, ,353,51703,377,-0.66,0,             ,             ,    ,Non-WR, ,Sloan
12 21 04.97,+60 49 53.87, ,955,52409,525,-0.59,-0.11,AGN          ,AGN          ,OKSN,WR    ,2,Sloan
09 12 20.29,+60 55 50.17, ,1786,54450,101,-0.91,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
11 29 39.77,+60 57 42.55, ,775,52295,12,-1.09,-0.22,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
13 23 46.00,+61 04 00.22, ,785,52339,273,-0.41,0.12,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 15 16.50,+61 06 39.15, ,775,52295,270,-0.67,0.06,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 25 05.41,+61 09 11.29,F,955,52409,608,-1.97,-1.96,SF           ,SF           ,OKSN,WR    ,3,Sloan
10 00 38.82,+61 09 24.41, ,770,52282,455,-0.86,0,             ,             ,    ,Non-WR, ,Sloan
13 07 17.59,+61 14 35.13, ,783,52325,131,-0.64,-0.51,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 43 05.31,+61 18 38.56, ,607,52368,609,-1.59,-0.42,COMP         ,COMP         ,OKSN,Non-WR,0,Sloan
11 37 21.36,+61 20 01.20, ,776,52319,99,-0.57,-0.32,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
09 02 37.62,+61 22 07.08, ,1786,54450,234,-0.65,-0.27,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 52 32.76,+61 25 20.95, ,561,52295,618,-0.72,0,             ,             ,    ,Non-WR, ,Sloan
10 41 40.25,+61 28 47.72, ,561,52295,365,-0.86,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
14 43 55.62,+61 30 44.99, ,609,52339,286,-0.66,-0.06,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
13 00 19.96,+61 39 18.11, ,782,52320,59,-0.56,-0.35,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 11 02.73,+61 39 38.11, ,771,52370,476,-0.77,-1.33,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 03 42.56,+61 40 06.68, ,1786,54450,394,-0.45,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
11 17 29.23,+61 40 15.25, ,775,52295,235,-0.68,0.06,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 41 36.22,+61 40 43.43, ,781,52373,131,-1.15,-0.18,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
17 03 28.97,+61 41 09.97, ,351,51780,485,-0.79,-0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 19 32.01,+61 41 32.59, ,780,52370,290,-0.87,-0.92,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 52 54.90,+61 43 02.95, ,782,52320,213,-1.03,0,             ,             ,    ,Non-WR, ,Sloan
14 24 20.98,+61 44 05.74, ,606,52365,48,-0.7,-0.06,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 51 40.94,+61 45 35.05, ,786,52319,568,-0.62,-0.2,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 29 50.97,+61 46 42.80, ,772,52375,170,-0.94,-0.5,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 22 01.20,+61 59 04.60, ,780,52370,264,-0.31,-0.2,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 42 45.13,+62 07 18.35, ,776,52319,113,-0.56,-0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 59 03.62,+62 12 40.84, ,605,52353,174,-0.65,0,             ,             ,    ,Non-WR, ,Sloan
12 47 38.52,+62 12 43.11, ,781,52373,76,-0.85,-0.78,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
08 51 03.67,+62 13 26.93,F,1875,54453,549,-2.06,-1.39,SF           ,SF           ,OKSN,Non-WR, ,Sloan
11 36 06.63,+62 14 57.03, ,776,52319,491,-0.48,-0.09,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
14 35 06.95,+62 20 07.42, ,2947,54533,269,-0.68,-0.06,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 46 17.55,+62 20 45.48, ,604,52079,90,-0.75,-0.5,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 04 45.63,+62 24 20.88,F,782,52320,22,-1.84,-0.95,SF           ,SF           ,OKSN,Non-WR,0,Sloan
16 58 10.11,+62 24 56.35, ,351,51695,379,-0.45,0.22,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 01 13.76,+62 26 10.78, ,605,52353,145,-0.48,0.01,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 40 47.74,+62 27 53.59, ,773,52376,196,-0.61,-0.29,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 56 27.31,+62 32 26.65, ,351,51780,325,-0.8,-0.56,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 46 43.94,+62 38 16.17, ,2882,54498,298,-1.23,-0.34,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
13 21 23.67,+62 40 43.33, ,784,52327,441,0.69,     ,             ,             ,    ,Non-WR, ,Sloan
16 59 21.68,+62 46 35.75, ,351,51780,367,-0.51,0.02,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 28 37.18,+63 02 48.71, ,773,52376,353,-0.56,-0.5,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 55 35.24,+63 05 26.64, ,609,52339,552,-0.74,-0.17,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
17 09 38.98,+63 06 34.78, ,352,51789,303,-0.59,-0.61,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 56 33.34,+63 16 11.01, ,782,52320,521,-0.67,-0.4,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 49 21.59,+63 16 13.95, ,2947,54533,54,-0.58,0.29,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 35 42.50,+63 16 41.54, ,603,52056,70,-0.45,0.25,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
11 35 20.77,+63 20 42.53, ,597,52059,86,-0.61,-0.37,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 16 34.55,+63 24 30.64, ,603,52056,305,-0.61,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 23 46.68,+63 29 26.00, ,499,51988,186,-0.43,0.16,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 45 37.81,+63 31 30.53, ,604,52079,494,-0.74,-1.04,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
10 31 10.08,+63 32 46.04, ,772,52375,530,-1.18,0,             ,             ,    ,Non-WR, ,Sloan
13 14 26.56,+63 33 11.37,F,602,52072,19,-1.62,-1.15,SF           ,SF           ,OKSN,WR    ,1,Sloan
13 24 20.12,+63 40 59.92, ,603,52056,192,-0.57,-0.17,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
11 27 28.78,+63 43 19.86, ,597,52059,246,-0.52,-0.84,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
10 19 12.57,+63 58 02.72, ,488,51914,161,-1.07,-0.06,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 23 14.38,+63 58 03.86, ,499,51988,192,-0.65,-0.03,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 49 23.10,+63 58 05.60, ,601,52316,213,-0.83,-0.18,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 44 14.60,+64 02 03.51, ,604,52079,490,-0.58,-0.07,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 26 44.43,+64 07 03.83, ,499,51988,424,-1.11,-0.51,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
11 49 29.16,+64 09 08.77, ,598,52316,254,-0.52,0,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 25 37.83,+64 09 21.70, ,1787,54465,580,-0.46,-1.26,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 31 20.04,+64 14 00.01, ,489,51930,258,-0.66,-0.22,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 46 32.13,+64 23 25.18, ,604,52079,536,-0.62,0.09,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
10 20 39.81,+64 24 35.90, ,488,51914,555,-0.53,-0.18,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
10 39 51.49,+64 30 04.23, ,489,51930,56,-0.53,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
12 09 39.43,+64 31 07.65, ,599,52317,231,-0.77,-0.06,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
11 48 25.72,+64 35 45.05, ,598,52316,189,-1.05,-0.53,COMP         ,COMP         ,OKSN,WR    ,1,Sloan
17 19 01.29,+64 38 30.97, ,2561,54597,345,-1.11,-0.58,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 21 36.40,+64 40 24.55, ,499,51988,338,-0.65,-0.82,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 55 42.76,+64 40 44.98, ,498,51984,318,-0.61,-0.72,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 41 58.81,+64 45 18.54, ,600,52317,22,-0.5,0.12,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
11 02 13.01,+64 59 24.90, ,490,51929,85,-0.43,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 59 43.57,+65 04 06.40, ,490,51929,88,-0.78,-0.29,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 58 43.50,+65 08 28.61, ,599,52317,347,-0.63,0.04,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 32 27.32,+65 25 14.93, ,1788,54468,339,-0.75,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
12 43 42.29,+65 25 55.20, ,601,52316,421,-0.73,0.01,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 44 06.60,+65 29 25.17, ,600,52317,637,-0.68,-0.01,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
12 13 46.32,+65 33 47.91, ,599,52317,504,-0.65,-0.21,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 08 51.52,+65 34 04.53, ,1877,54464,252,-0.6,-0.07,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 02 49.20,+65 34 49.27,F,602,52072,369,-1.92,-1.57,SF           ,SF           ,OKSN,Non-WR, ,Sloan
10 25 07.67,+65 39 27.28, ,489,51930,345,-1.17,0,             ,             ,    ,Non-WR, ,Sloan
13 52 51.22,+65 41 13.24, ,497,51989,76,-0.72,-0.14,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
10 44 04.39,+65 41 32.41, ,489,51930,548,-0.78,0,             ,             ,    ,Non-WR, ,Sloan
13 56 51.31,+65 49 23.95, ,497,51989,37,-0.19,-0.42,AGN          ,SF           ,OKSN,Non-WR,0,Sloan
13 57 56.54,+65 59 03.01, ,498,51984,321,-0.92,-1.56,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
11 31 42.39,+66 07 23.46, ,491,51942,17,-0.71,-0.69,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
12 30 22.18,+66 21 54.57, ,494,51915,124,-0.34,-0.6,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 20 29.07,+66 23 33.14, ,496,51988,172,-0.55,-0.06,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 40 49.89,+66 24 20.17,F,494,51915,7,-1.88,-1.49,SF           ,SF           ,OKSN,Non-WR, ,Sloan
12 32 37.49,+66 24 52.33, ,494,51915,89,-0.54,-1.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 23 21.87,+66 35 50.99, ,494,51915,281,-0.57,0.01,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 27 55.11,+66 52 37.80, ,491,51942,512,-0.6,0.04,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 20 49.88,+66 56 44.99, ,491,51942,439,-0.99,-0.26,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 38 04.82,+67 03 20.78, ,494,51915,70,-0.84,-0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 24 09.89,+67 06 21.34, ,491,51942,490,-0.42,0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 26 57.84,+67 16 24.10, ,494,51915,271,-0.55,-1.02,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
12 46 30.95,+67 47 23.87, ,494,51915,635,-0.36,0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 51 40.71,+67 50 41.92, ,492,51955,596,-1.24,-0.22,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 34 47.43,+68 00 33.12, ,1878,54474,459,-0.34,0.12,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
22 10 30.27,-00 00 22.00, ,373,51788,595,-1.05,-0.47,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
03 45 47.98,-00 00 25.57, ,2639,54465,70,-1.15,-0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
02 42 41.37,-00 00 33.49, ,1510,52992,72,-1.23,-0.26,COMP         ,COMP         ,OKSN,WR    ,1,Sloan
02 42 39.86,-00 00 58.64,F,1070,52591,72,-1.41,-0.33,SF           ,SF           ,OKSN,WR    ,2,Sloan
10 19 29.37,-00 01 14.59, ,271,51883,520,-0.31,0.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 26 35.23,-00 01 57.91, ,272,51941,112,-0.61,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 37 06.09,-00 03 49.89, ,1487,52964,311,-0.5,0,             ,             ,    ,Non-WR, ,Sloan
16 21 31.65,-00 04 20.51, ,364,52000,311,-0.79,0.05,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
11 52 35.00,-00 05 42.76, ,284,51943,472,-0.67,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
01 56 05.14,-00 07 21.68, ,403,51871,236,-0.61,0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 22 17.86,-00 07 43.77, ,289,51990,312,-0.75,-0.37,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
21 52 59.08,-00 09 03.39, ,371,52078,151,-0.35,0.03,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
01 27 50.40,-00 09 19.64, ,399,51817,71,-0.86,0,             ,             ,    ,Non-WR, ,Sloan
21 49 37.42,-00 09 50.67, ,1031,53172,231,-0.43,-0.19,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
20 47 59.21,-00 10 53.98,F,1115,52914,309,-2.18,-1.17,SF           ,SF           ,OKSN,Non-WR,0,Sloan
16 30 07.40,-00 11 36.42, ,364,52000,61,-0.5,-0.22,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 08 53.95,-00 11 48.97, ,310,51990,39,-0.49,-0.01,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
22 25 10.13,-00 11 52.84,F,673,52162,312,-1.85,-1.81,SF           ,SF           ,OKSN,Non-WR,0,Sloan
13 21 35.33,-00 13 05.77, ,296,51665,156,-1.04,-0.25,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 13 50.91,-00 13 09.45, ,295,51985,175,-0.64,-0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 59 50.32,-00 13 38.96, ,268,51633,146,-0.58,0,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 47 37.46,-00 14 05.45, ,275,51910,142,-0.98,-0.38,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
02 53 29.60,-00 14 05.54, ,409,51871,37,-0.73,-0.43,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
14 43 44.98,-00 15 02.38, ,307,51663,37,-0.71,-0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 11 43.75,-00 15 29.14, ,381,51811,116,-0.88,-0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 45 00.41,-00 15 53.91, ,275,51910,234,-0.69,-0.2,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 44 59.45,-00 15 59.52, ,300,51943,272,-0.73,-0.88,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
20 53 52.04,-00 16 01.58, ,984,52442,311,-0.61,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
11 39 09.66,-00 16 08.66, ,283,51959,312,-0.52,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
02 14 05.92,-00 16 37.04, ,405,51816,168,-0.79,-0.31,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
14 53 22.73,-00 16 42.35, ,309,51994,239,-0.87,-0.44,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 17 32.15,-00 17 01.60, ,346,51693,171,-1.26,-0.42,COMP         ,COMP         ,OKSN,Non-WR,0,Sloan
21 58 25.88,-00 18 04.85, ,372,52173,224,-0.81,-0.95,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
22 27 07.12,-00 18 36.48, ,375,52140,63,-0.55,0.02,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 45 07.94,-00 19 00.87, ,300,51943,261,-1,0,             ,             ,    ,Non-WR, ,Sloan
00 30 54.92,-00 19 41.85, ,391,51782,66,-0.48,-0.1,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 01 55.08,-00 21 31.74, ,669,52559,320,-0.79,-0.47,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 04 14.10,-00 21 44.94, ,470,51929,167,-0.68,-0.28,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 55 27.46,-00 21 48.77,F,394,51913,75,-1.76,-0.89,SF           ,SF           ,OKSN,WR    ,2,Sloan
23 14 11.47,-00 21 49.34, ,381,51811,40,-0.93,-0.11,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
21 24 01.91,-00 21 58.75, ,987,52523,49,-0.91,-0.28,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 24 10.11,-00 22 02.58,F,364,52000,187,-2.11,-1.58,SF           ,SF           ,OKSN,WR    ,3,Sloan
11 57 58.73,-00 22 20.80, ,285,51930,280,-0.85,-0.96,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 01 47.70,-00 23 07.35, ,268,51633,21,-0.54,-0.31,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 39 24.38,-00 23 21.44,F,274,51913,187,-2.16,-0.85,SF           ,SF           ,OKSN,WR    ,3,Sloan
13 41 33.37,-00 24 32.11, ,299,51671,179,-0.71,-0.21,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 02 55.11,-00 24 49.87, ,269,51910,276,-0.69,-2.45,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
22 49 23.88,-00 25 25.64, ,676,52178,273,-0.37,-0.51,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 24 26.14,-00 25 37.48, ,281,51614,230,-0.67,-0.14,AGN          ,AGN          ,OKSN,WR    ,2,Sloan
12 20 04.37,-00 25 39.06, ,288,52000,153,-0.5,0,             ,             ,    ,Non-WR, ,Sloan
21 54 14.85,-00 25 52.50, ,1032,53175,304,-0.99,-0.45,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
09 26 35.15,-00 26 03.68, ,474,52000,142,-0.82,-0.19,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
