RAJ2000,DEJ2000,sf,Plate,MJD,Fib,logHeII/Hb,log[NII]/Ha,Class,BPT,SN,WR,WRcl,Sloan
h:m:s,d:m:s, , , , ,[-],[-], , , , , ,
-----------,------------,-,----,-----,---,-----,-----,-------------,-------------,----,------,-,-----
00 02 36.26,-00 27 24.73, ,669,52559,306,-0.77,-0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 02 36.25,-00 27 24.75, ,387,51791,110,-0.67,-0.2,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 38 37.11,-00 28 10.39, ,385,51877,264,-0.52,-0.16,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
10 23 10.98,-00 28 10.84, ,272,51941,238,-0.73,-0.59,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
10 17 54.73,-00 28 11.83, ,271,51883,178,-0.63,-0.19,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 59 56.36,-00 28 21.56, ,309,51666,21,-0.95,-0.31,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 32 28.89,-00 28 43.90, ,348,51696,264,-0.41,-0.13,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
11 43 35.36,-00 29 42.38, ,283,51959,230,-0.68,-0.29,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
02 12 59.60,-00 30 29.60, ,702,52178,75,-0.77,-0.79,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
03 12 40.20,-00 34 02.93, ,412,52254,105,-0.84,-0.17,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
03 10 56.46,-00 34 57.96, ,412,52258,175,-0.92,-0.33,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 07 13.25,-00 36 01.65, ,294,51986,194,-0.74,-0.34,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 17 11.79,-00 36 03.68, ,382,51816,166,-0.7,-0.71,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
22 15 42.30,-00 36 09.79, ,374,51791,142,-0.56,-0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 09 11.58,-00 36 54.72, ,388,51793,148,-0.89,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 25 55.51,-00 37 10.79, ,681,52199,276,-0.54,-0.38,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 33 17.42,-00 37 54.98, ,273,51957,93,-0.41,-0.43,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
09 44 01.87,-00 38 32.18,F,266,51630,100,-1.88,-1.98,SF           ,SF           ,OKSN,Non-WR,0,Sloan
01 46 44.82,-00 40 43.23, ,401,51788,31,-0.94,-0.92,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
22 05 46.21,-00 41 11.20, ,373,51788,208,-0.62,-0.83,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
01 09 57.04,-00 42 12.70, ,397,51794,252,-0.64,-0.21,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
00 33 56.44,-00 45 21.62, ,392,51793,251,-0.84,-0.18,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
02 14 33.56,-00 46 00.26, ,1073,52649,132,-0.85,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 00 14.10,-00 46 38.73, ,285,51930,170,-0.69,-0.34,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
02 24 38.71,-00 47 57.19, ,406,52238,132,-0.77,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
02 24 38.73,-00 47 57.28, ,2636,54082,102,-0.68,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
22 01 27.95,-00 48 02.33, ,1032,53175,54,-0.69,-0.77,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
22 01 27.94,-00 48 02.34, ,372,52173,56,-0.86,-0.78,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
22 05 09.51,-00 48 20.61, ,373,51788,259,-0.86,-0.36,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 45 20.52,-00 48 35.05, ,299,51671,15,-0.66,-0.22,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
03 10 27.83,-00 49 50.78, ,412,52254,131,-0.73,-2.26,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
23 35 58.39,-00 50 00.03, ,682,52525,216,-0.62,0,             ,             ,    ,Non-WR, ,Sloan
10 26 06.74,-00 50 38.91, ,272,51941,41,-0.62,-1.13,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
16 11 13.48,-00 51 20.71, ,345,51690,90,-0.63,-0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 15 33.82,-00 51 31.17,F,695,52202,137,-2.32,-1.27,SF           ,SF           ,OKSN,WR    ,3,Sloan
09 48 53.28,-00 51 55.63, ,267,51608,300,-0.52,0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
02 16 55.88,-00 52 28.85, ,703,52209,128,-0.56,-0.48,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
21 50 24.69,-00 52 42.87, ,371,52078,215,-0.88,-0.22,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
01 57 16.92,-00 53 04.80, ,700,52199,18,-0.79,0,             ,             ,    ,Non-WR, ,Sloan
13 41 13.94,-00 53 15.18, ,299,51671,133,-0.67,-0.61,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
02 26 08.20,-00 53 18.84, ,406,52238,43,-1.04,-0.53,COMP         ,COMP         ,OKSN,WR    ,1,Sloan
22 40 07.14,-00 53 32.81, ,377,52145,45,-0.55,0.12,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
11 11 00.61,-00 53 34.83, ,278,51900,41,-0.76,0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
03 17 52.91,-00 54 17.52, ,413,51929,220,-0.98,-0.2,AGN          ,AGN          ,OKSN,WR    ,3,Sloan
02 48 35.63,-00 55 03.59, ,707,52177,86,-0.81,-0.75,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 04 57.06,-00 55 05.14, ,678,52884,253,1.29,-0.45,SF           ,Low SN SF    ,    ,Non-WR, ,Sloan
00 17 28.29,-00 56 24.98,F,390,51900,291,-1.57,-0.56,SF           ,SF           ,OKSN,WR    ,1,Sloan
13 01 28.77,-00 58 04.30, ,293,51994,16,-0.51,-0.18,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 26 11.85,-01 00 21.83, ,696,52209,51,-0.23,-0.66,SF           ,SF           ,OKSN,Non-WR, ,Sloan
11 10 06.27,-01 01 16.53, ,278,51900,96,-1.16,-0.54,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
03 02 01.22,-01 01 17.88, ,411,51873,248,-0.9,-0.21,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
20 49 42.55,-01 01 22.49, ,982,52466,71,-0.73,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 21 59.82,-01 02 24.35, ,398,51789,10,-0.4,-0.21,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 10 50.37,-01 02 57.65, ,686,52519,20,-0.84,-0.59,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
14 43 19.73,-01 03 57.53, ,308,51662,296,-0.63,-0.29,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
10 27 00.24,-01 04 25.00, ,272,51941,1,-0.66,-2.86,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
00 53 42.65,-01 05 06.60, ,394,51913,46,-0.99,0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 20 12.59,-01 05 31.39, ,288,52000,88,-0.72,-0.05,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
00 58 47.48,-01 05 49.78, ,395,51783,42,-0.48,-0.1,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
13 00 02.92,-01 06 01.78, ,293,51994,99,-0.9,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
21 00 46.50,-01 06 09.57, ,1024,52826,125,-0.77,-0.17,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
03 03 49.11,-01 06 13.44, ,411,51873,203,-0.77,-0.31,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
14 50 19.19,-01 06 47.48, ,308,51662,8,-0.67,-0.02,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
15 48 32.37,-01 08 11.70, ,342,51691,81,-1.45,-0.43,AGN          ,AGN          ,OKSN,WR    ,2,Sloan
11 24 08.65,-01 09 27.94, ,280,51612,50,-0.62,-0.12,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
12 48 59.92,-01 09 35.46, ,292,51609,218,-0.69,-0.07,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
10 36 44.36,-01 10 50.88, ,274,51913,299,-1.35,-0.34,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
14 48 05.38,-01 10 57.71, ,308,51662,81,-1.91,-1.74,SF           ,SF           ,OKSN,WR    ,3,Sloan
14 48 05.38,-01 10 57.72,F,920,52411,575,-2.02,-1.73,SF           ,SF           ,OKSN,WR    ,3,Sloan
14 15 25.74,-01 13 52.74, ,304,51957,285,-0.51,-0.19,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
14 47 48.09,-01 14 10.41, ,920,52411,577,-0.69,-0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 57 06.79,-01 14 52.19, ,1091,52902,264,-0.75,-0.29,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 52 30.60,-01 15 48.42, ,1496,52883,89,-0.58,-0.5,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 40 31.30,-01 17 48.91, ,920,52411,329,-0.59,-0.18,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 04 22.15,-01 22 03.35, ,331,52368,617,-0.65,-0.38,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 40 56.80,-01 27 10.00, ,926,52413,494,-0.53,0.01,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 32 35.86,-01 28 48.70, ,327,52294,380,-0.63,0,             ,             ,    ,Non-WR, ,Sloan
13 27 09.67,-01 31 18.40, ,910,52377,415,-0.4,-0.04,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 32 39.70,-01 31 42.59, ,327,52294,379,-0.76,-0.17,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 23 47.46,-01 32 51.95,F,341,51690,606,-1.88,-2.48,SF           ,SF           ,OKSN,Non-WR,0,Sloan
12 32 46.62,-01 36 39.89, ,334,51993,607,-0.68,-0.49,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 36 05.45,-01 41 19.17, ,335,52000,420,-0.63,-0.03,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 41 15.80,-01 42 08.66, ,926,52413,491,-0.84,0,             ,             ,    ,Non-WR, ,Sloan
14 13 15.30,-01 42 20.97, ,916,52378,547,-0.6,-0.18,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 41 59.09,-01 43 36.09, ,926,52413,153,-0.74,-0.24,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
15 12 47.17,-01 44 23.38, ,923,52404,473,-0.47,-0.37,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
11 43 41.98,-01 44 34.51, ,328,52282,575,-1.08,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
12 01 49.75,-01 53 27.46, ,331,52368,503,-1.02,-0.41,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 32 18.74,-01 54 19.38, ,910,52377,625,-0.76,-0.2,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 00 40.57,-01 55 18.28, ,915,52443,437,-0.87,-0.38,AGN          ,AGN          ,OKSN,WR    ,3,Sloan
12 50 55.29,-01 55 56.67, ,337,51997,425,-0.93,-0.64,COMP         ,COMP         ,OKSN,WR    ,3,Sloan
12 48 47.94,-01 57 32.01, ,336,51999,598,-0.51,-0.32,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
12 46 31.45,-01 58 41.47, ,337,51997,349,-0.65,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 23 23.33,-01 59 41.93, ,341,51690,595,-0.76,-0.44,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 11 40.27,-02 04 22.21, ,340,51990,476,-0.46,-0.19,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 32 23.43,-02 06 24.58, ,911,52426,511,-1.04,     ,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
15 06 08.09,-02 07 44.21, ,922,52426,155,-0.87,0,             ,             ,    ,Non-WR, ,Sloan
12 27 29.59,-02 09 27.95, ,334,51993,464,-0.89,-0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 13 05.69,-02 10 39.26, ,340,51990,485,-0.72,-0.44,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 16 17.57,-02 10 59.43, ,340,51990,76,-0.39,-0.18,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 07 40.56,-02 14 55.28, ,339,51692,548,-0.62,0,             ,             ,    ,Non-WR, ,Sloan
13 35 29.14,-02 14 59.10, ,911,52426,119,-0.83,-1.04,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
12 17 26.49,-02 21 23.60, ,333,52313,430,-0.83,0,             ,             ,    ,Non-WR, ,Sloan
15 40 25.02,-02 21 40.49, ,926,52413,121,-0.39,-0.06,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 52 37.68,-02 28 06.39,F,330,52370,471,-2.13,-1.75,SF           ,SF           ,OKSN,Non-WR,0,Sloan
13 56 17.79,-02 31 01.48, ,914,52721,108,-0.42,0.04,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
12 43 37.34,-02 32 00.18, ,335,52000,35,-0.62,-0.17,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 23 57.34,-02 33 13.12, ,333,52313,634,-0.86,-0.21,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 40 52.61,-02 35 06.29, ,920,52411,289,-1.16,-0.53,AGN          ,SF           ,OKSN,Non-WR,0,Sloan
13 44 35.79,-02 45 13.68, ,913,52433,225,-0.61,-0.21,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 45 24.70,-02 59 39.86, ,913,52433,213,-0.91,-0.42,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
11 41 32.99,-03 02 31.67, ,328,52282,179,-0.83,0.01,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
12 55 15.96,-03 05 44.16, ,337,51997,69,-0.53,-0.26,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 11 26.83,-03 09 02.32, ,332,52367,134,-0.51,0.01,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 42 07.55,-03 11 24.94, ,328,52282,53,-0.66,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
14 13 14.88,-03 12 27.43, ,916,52378,83,-0.72,-0.06,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 53 05.97,-03 12 58.94, ,337,51997,97,-2,-1.62,AGN          ,AGN          ,OKSN,WR    ,3,Sloan
13 49 28.60,-03 14 08.75, ,913,52433,6,-0.68,-0.79,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
12 45 06.90,-03 21 57.00, ,336,51999,136,-0.48,-0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
11 47 22.65,-03 24 45.64, ,329,52056,130,-0.85,0,             ,             ,    ,Non-WR, ,Sloan
13 01 16.09,-03 28 29.17, ,339,51692,290,-1.09,-0.21,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
13 33 58.93,-03 28 46.38, ,911,52426,125,-0.51,0,             ,             ,    ,Non-WR, ,Sloan
11 52 05.89,-03 30 15.91, ,330,52370,257,-0.75,-0.48,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
13 04 32.27,-03 33 22.12,F,339,51692,83,-2.26,-1.36,SF           ,SF           ,OKSN,WR    ,3,Sloan
12 01 14.35,-03 40 41.04, ,331,52368,121,-0.58,-0.47,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
04 09 29.15,-04 29 02.64, ,465,51910,548,-0.89,-0.56,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
04 09 06.89,-04 30 50.33, ,465,51910,545,-0.5,-0.07,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
03 54 30.33,-05 26 52.97, ,464,51908,331,-0.6,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
03 32 07.10,-05 37 53.66, ,461,51910,452,-0.58,0.02,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
04 03 48.27,-05 45 35.20, ,465,51910,294,-0.56,-0.58,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
20 47 17.67,-05 45 53.52, ,635,52145,473,-0.58,-1.62,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
03 39 23.15,-05 48 41.61, ,462,51909,444,-0.59,-0.27,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
03 36 29.74,-05 51 16.51, ,461,51910,616,-0.68,-0.62,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
21 09 18.39,-06 07 54.77, ,638,52081,409,-0.84,-0.16,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
03 25 25.36,-06 08 37.93, ,460,51924,616,-0.97,-0.06,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
21 02 05.22,-06 14 14.19, ,637,52174,406,-0.57,0,             ,             ,    ,Non-WR, ,Sloan
03 51 47.68,-06 45 39.39, ,463,51908,146,-0.55,-0.02,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
21 51 28.37,-06 46 30.70, ,644,52173,445,-0.79,0.08,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
20 58 22.14,-06 50 04.38, ,636,52176,105,-0.91,-0.83,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
04 00 01.59,-06 52 54.14, ,464,51908,104,-0.54,-0.02,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
03 17 22.16,-06 53 43.00, ,459,51924,586,-0.72,-0.97,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
03 45 11.62,-06 57 32.75, ,1631,54468,66,-0.91,-0.39,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
03 22 17.47,-07 05 26.46, ,460,51924,196,-1.1,-0.45,COMP         ,COMP         ,OKSN,Non-WR,0,Sloan
21 54 32.20,-07 09 24.18, ,644,52173,620,-0.86,-0.17,AGN          ,AGN          ,OKSN,WR    ,2,Sloan
21 33 33.32,-07 12 49.23, ,641,52199,476,-0.54,-0.17,AGN          ,AGN          ,OKSN,WR    ,2,Sloan
21 52 22.09,-07 15 02.37, ,644,52173,507,-0.62,-0.17,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
03 45 45.16,-07 15 26.87, ,462,51909,11,-0.74,-0.19,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
21 34 39.57,-07 16 41.98, ,641,52199,487,-0.78,-0.67,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
21 25 37.90,-07 19 38.52, ,640,52200,192,-0.59,-0.05,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
03 14 28.27,-07 25 17.84, ,459,51924,511,-0.59,-0.32,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
21 34 24.30,-07 26 54.30, ,641,52199,496,-0.69,-0.01,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
22 02 33.84,-07 32 25.03, ,717,52468,492,-0.58,-0.45,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
21 54 10.30,-07 37 01.39, ,644,52173,622,-0.72,-0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
02 35 46.64,-07 42 50.52, ,455,51909,466,-0.96,-0.08,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
02 33 42.58,-07 43 25.97, ,455,51909,381,-0.62,0,             ,             ,    ,Non-WR, ,Sloan
21 56 49.51,-07 45 32.57, ,716,52203,470,-0.45,-0.4,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
21 34 00.61,-07 49 42.69, ,641,52199,157,-0.59,-0.32,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
22 32 13.88,-07 50 34.65, ,721,52228,527,-1.17,-0.23,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
02 46 20.64,-08 00 06.28, ,456,51910,518,-0.49,0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
21 39 32.42,-08 03 09.79, ,1177,52824,268,-0.74,-0.3,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
22 29 43.53,-08 04 45.03, ,721,52228,405,-0.85,-0.31,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
03 12 09.21,-08 10 13.83, ,459,51924,213,-0.71,-1.18,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
21 52 26.04,-08 10 24.99, ,644,52173,108,-0.49,-0.09,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
02 32 24.25,-08 11 40.23, ,454,51908,628,-0.4,-0.22,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 59 53.07,-08 13 48.99,F,666,52149,331,-1.73,-1.43,SF           ,SF           ,OKSN,Non-WR, ,Sloan
02 49 12.87,-08 15 25.69, ,456,51910,77,-0.54,-0.91,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
02 48 15.94,-08 17 16.51,F,456,51910,76,-2.11,-1.9,SF           ,SF           ,OKSN,WR    ,1,Sloan
22 29 18.94,-08 18 43.71, ,721,52228,397,-0.65,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
22 33 54.27,-08 19 49.85, ,722,52224,323,-0.56,0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
21 30 40.16,-08 21 59.95, ,641,52199,264,-0.63,-1.43,AGN          ,Low SN SF    ,    ,Non-WR, ,Sloan
22 57 37.49,-08 24 35.33, ,724,52254,539,-0.55,-0.57,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
22 53 06.46,-08 25 19.34, ,724,52254,372,-0.54,0.14,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
02 40 52.20,-08 28 27.43,F,456,51910,306,-1.6,-1.63,SF           ,SF           ,OKSN,WR    ,1,Sloan
01 49 39.02,-08 31 40.74, ,665,52168,343,-0.69,-0.15,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
22 01 53.57,-08 34 43.73, ,717,52468,162,-0.82,-0.68,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
22 20 53.80,-08 35 52.94, ,719,52203,631,-0.64,-0.52,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
21 51 01.17,-08 37 16.28, ,644,52149,213,-0.89,-1.46,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
01 46 48.14,-08 37 25.26, ,664,52174,559,-0.83,0.07,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
23 41 52.64,-08 38 53.38, ,648,52559,335,-0.67,0.21,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
23 12 40.03,-08 39 19.78, ,726,52226,539,-0.57,-0.85,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 50 51.46,-08 41 00.07, ,657,52177,327,-1,-0.44,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
23 04 43.47,-08 41 08.62, ,725,52258,510,-0.8,-0.14,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 34 07.89,-08 41 29.94, ,662,52147,527,-0.78,-0.37,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
02 22 43.58,-08 43 08.35, ,454,51908,310,-0.46,0.09,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
01 52 48.42,-08 43 20.72, ,665,52168,482,-0.96,-0.14,AGN          ,AGN          ,OKSN,WR    ,2,Sloan
22 33 02.68,-08 43 49.13, ,721,52228,600,-0.64,-0.3,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 53 29.92,-08 46 04.04, ,657,52177,458,-0.61,-0.15,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
22 59 11.58,-08 46 12.92, ,725,52258,344,-1.28,-0.44,COMP         ,COMP         ,OKSN,WR    ,3,Sloan
02 15 13.98,-08 46 24.39,F,667,52163,634,-1.12,-1.81,SF           ,SF           ,OKSN,Non-WR, ,Sloan
21 49 04.75,-08 46 40.14, ,644,52173,260,-0.68,-0.05,AGN          ,AGN          ,OKSN,WR    ,2,Sloan
23 48 26.11,-08 47 56.84, ,648,52559,574,-1.32,-1.09,AGN          ,SF           ,OKSN,Non-WR, ,Sloan
01 27 27.68,-08 48 47.10, ,662,52178,332,-0.74,-0.54,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 20 55.92,-08 49 45.47, ,661,52163,337,-0.82,-0.41,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 33 44.35,-08 56 55.61, ,654,52146,530,-0.68,-0.11,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
02 22 26.12,-08 57 01.32, ,668,52162,24,-0.7,-0.42,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
01 53 44.33,-08 57 14.97, ,665,52168,507,-0.99,-0.42,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 10 51.95,-09 00 11.90, ,726,52226,465,-0.6,0.01,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 56 21.96,-09 04 07.42,F,650,52143,330,-1.51,-1.43,SF           ,SF           ,OKSN,Non-WR, ,Sloan
23 38 39.07,-09 08 53.12, ,647,52553,550,-0.65,0,             ,             ,    ,Non-WR, ,Sloan
23 08 45.60,-09 11 23.97, ,725,52258,632,-0.65,-0.41,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 48 01.67,-09 11 55.65, ,648,52559,561,-0.75,-0.02,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
00 38 35.29,-09 14 33.75, ,655,52162,430,-0.74,-0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 14 53.59,-09 16 15.09, ,652,52138,376,-0.68,0,             ,             ,    ,Non-WR, ,Sloan
23 16 11.18,-09 16 24.02, ,726,52226,633,-0.65,0.05,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
01 23 30.59,-09 20 08.30, ,661,52163,470,-0.48,-0.07,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
23 31 33.05,-09 20 49.15, ,646,52523,584,-0.41,-0.05,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 43 14.16,-09 21 45.18, ,655,52162,626,-0.35,0.1,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
23 21 02.94,-09 22 52.38, ,645,52203,513,-0.88,-0.26,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
22 14 45.87,-09 23 00.90, ,719,52203,232,-0.61,-0.21,COMP         ,COMP         ,OKSN,Non-WR, ,Sloan
01 39 24.88,-09 24 04.27, ,663,52145,493,-0.5,0.16,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 38 52.58,-09 24 43.50, ,655,52162,431,-0.73,-0.23,AGN          ,AGN          ,OKSN,Non-WR,0,Sloan
02 28 38.88,-09 25 57.14, ,454,51908,90,-0.78,-0.09,AGN          ,AGN          ,OKSN,Non-WR, ,Sloan
00 43 10.72,-09 26 18.55, ,656,52148,477,-0.66,-0.13,AGN          ,AGN          ,OKSN,WR    ,1,Sloan
